HLCIT_CODE,PROVINCE,LOCAL_BODY_NAME_ENGLISH,LOCAL_BODY_NAME_NEPALI,STATUS_ENGLISH,STATUS_NEPALI,DISTRICT_CODE,DNAME_ENGLISH,DNAME_NEPALI
524 5 55 4 007,5,Aerawati,ऐरावती,Rural Municipality,गाउँपालिका,52,Pyuthan,प्यूठान
524 5 56 2 001,5,Tulsipur,तुल्सिपुर,Sub-metropolitan City,उपमहानगरपालिका,56,Dang,दाङ
524 5 56 2 002,5,Ghorahi,घोराही,Sub-metropolitan City,उपमहानगरपालिका,56,Dang,दाङ
524 5 56 3 001,5,Lamahi,लमही,Urban Municipality,नगरपालिका,56,Dang,दाङ
524 5 56 4 001,5,Babai,बबई,Rural Municipality,गाउँपालिका,56,Dang,दाङ
524 5 56 4 002,5,Dangisharan,दंगीशरण,Rural Municipality,गाउँपालिका,56,Dang,दाङ
524 5 56 4 003,5,Shantinagar,शान्तिनगर,Rural Municipality,गाउँपालिका,56,Dang,दाङ
524 5 56 4 004,5,Rajpur,राजपुर,Rural Municipality,गाउँपालिका,56,Dang,दाङ
524 5 56 4 005,5,Banglachuli,बंगलाचुली,Rural Municipality,गाउँपालिका,56,Dang,दाङ
524 5 56 4 006,5,Gadhawa,गढवा,Rural Municipality,गाउँपालिका,56,Dang,दाङ
524 5 56 4 007,5,Rapti,राप्ती,Rural Municipality,गाउँपालिका,56,Dang,दाङ
524 5 57 2 001,5,Nepalgunj,नेपालगंज,Sub-metropolitan City,उपमहानगरपालिका,57,Banke,बाँके
524 5 57 3 001,5,Kohalpur,कोहलपुर,Urban Municipality,नगरपालिका,57,Banke,बाँके
524 5 57 4 001,5,Khajura,खजुरा,Rural Municipality,गाउँपालिका,57,Banke,बाँके
524 5 57 4 002,5,Baijanath,बैजनाथ,Rural Municipality,गाउँपालिका,57,Banke,बाँके
524 5 57 4 003,5,Janaki,जानकी,Rural Municipality,गाउँपालिका,57,Banke,बाँके
524 5 57 4 004,5,Duduwa,डुडुवा,Rural Municipality,गाउँपालिका,57,Banke,बाँके
524 5 57 4 005,5,Rapti Sonari,राप्ती सोनारी,Rural Municipality,गाउँपालिका,57,Banke,बाँके
524 5 57 4 006,5,Narainapur,नरैनापुर,Rural Municipality,गाउँपालिका,57,Banke,बाँके
524 5 58 3 001,5,Rajapur,राजापुर,Urban Municipality,नगरपालिका,58,Bardiya,बर्दिया
524 5 58 3 002,5,Madhuwan,मधुवन,Urban Municipality,नगरपालिका,58,Bardiya,बर्दिया
524 5 58 3 003,5,Thakurbaba,ठाकुरबाबा,Urban Municipality,नगरपालिका,58,Bardiya,बर्दिया
524 5 58 3 004,5,Gulariya,गुलरिया,Urban Municipality,नगरपालिका,58,Bardiya,बर्दिया
524 5 58 3 005,5,Barbardiya,बारबर्दिया,Urban Municipality,नगरपालिका,58,Bardiya,बर्दिया
524 5 58 3 006,5,Bansgadhi,बाँसगढी,Urban Municipality,नगरपालिका,58,Bardiya,बर्दिया
524 5 58 4 001,5,Geruwa,गेरुवा,Rural Municipality,गाउँपालिका,58,Bardiya,बर्दिया
524 5 58 4 002,5,Badhaiyatal,बढैयाताल,Rural Municipality,गाउँपालिका,58,Bardiya,बर्दिया
524 5 58 5 997,5,Bardiya National Park,बर्दिया राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,58,Bardiya,बर्दिया
524 6 52 3 001,6,Aathbiskot,आठबिसकोट,Urban Municipality,नगरपालिका,54,Rukum West,रुकुम पश्चिम
524 6 52 3 002,6,Chaurjahari,चौरजहारी,Urban Municipality,नगरपालिका,54,Rukum West,रुकुम पश्चिम
524 6 52 3 003,6,Musikot,मुसिकोट,Urban Municipality,नगरपालिका,54,Rukum West,रुकुम पश्चिम
524 6 52 4 001,6,Sani Bheri,सानीभेरी,Rural Municipality,गाउँपालिका,54,Rukum West,रुकुम पश्चिम
524 6 52 4 002,6,Banfikot,बाँफिकोट,Rural Municipality,गाउँपालिका,54,Rukum West,रुकुम पश्चिम
524 6 52 4 003,6,Tribeni,त्रिवेणी,Rural Municipality,गाउँपालिका,54,Rukum West,रुकुम पश्चिम
524 6 53 3 001,5,Bangad Kupinde,बनगाड कुपिण्डे,Urban Municipality,नगरपालिका,55,Salyan,सल्यान
524 6 53 3 002,5,Bagchaur,बागचौर,Urban Municipality,नगरपालिका,55,Salyan,सल्यान
524 6 53 3 003,5,Sharada,शारदा,Urban Municipality,नगरपालिका,55,Salyan,सल्यान
524 6 53 4 001,5,Kumakhmalika,कुमाखमालिका,Rural Municipality,गाउँपालिका,55,Salyan,सल्यान
524 6 53 4 002,5,Darma,दार्मा,Rural Municipality,गाउँपालिका,55,Salyan,सल्यान
524 6 53 4 003,5,Dhorchaur,ढोरचौर,Rural Municipality,गाउँपालिका,55,Salyan,सल्यान
524 6 53 4 004,5,Kalimati,कालीमाटी,Rural Municipality,गाउँपालिका,55,Salyan,सल्यान
524 6 53 4 005,5,Chhatreshwori,छत्रेश्वरी,Rural Municipality,गाउँपालिका,55,Salyan,सल्यान
524 6 53 4 006,5,Tribeni,त्रिवेणी,Rural Municipality,गाउँपालिका,55,Salyan,सल्यान
524 6 53 4 007,5,Kapurkot,कपुरकोट,Rural Municipality,गाउँपालिका,55,Salyan,सल्यान
524 6 59 3 001,6,Panchpuri,पञ्चपुरी,Urban Municipality,नगरपालिका,59,Surkhet,सुर्खेत
524 6 59 3 002,6,Bheriganga,भेरीगंगा,Urban Municipality,नगरपालिका,59,Surkhet,सुर्खेत
524 6 59 3 003,6,Birendranagar,बीरेन्द्रनगर,Urban Municipality,नगरपालिका,59,Surkhet,सुर्खेत
524 6 59 3 004,6,Lekbeshi,लेकबेशी,Urban Municipality,नगरपालिका,59,Surkhet,सुर्खेत
524 6 59 3 005,6,Gurbhakot,गुर्भाकोट,Urban Municipality,नगरपालिका,59,Surkhet,सुर्खेत
524 6 59 4 001,6,Chaukune,चौकुने,Rural Municipality,गाउँपालिका,59,Surkhet,सुर्खेत
524 6 59 4 002,6,Barahatal,बराहताल,Rural Municipality,गाउँपालिका,59,Surkhet,सुर्खेत
524 6 59 4 003,6,Chingad,चिङ्गाड,Rural Municipality,गाउँपालिका,59,Surkhet,सुर्खेत
524 6 59 4 004,6,Simta,सिम्ता,Rural Municipality,गाउँपालिका,59,Surkhet,सुर्खेत
524 6 60 3 001,6,Chhedagad,छेडागाड,Urban Municipality,नगरपालिका,61,Jajarkot,जाजरकोट
524 6 60 3 002,6,Bheri,भेरी,Urban Municipality,नगरपालिका,61,Jajarkot,जाजरकोट
524 6 60 3 003,6,Tribeni Nalagad,त्रिवेणी नलगाड,Urban Municipality,नगरपालिका,61,Jajarkot,जाजरकोट
524 6 60 4 001,6,Junichande,जुनीचाँदे,Rural Municipality,गाउँपालिका,61,Jajarkot,जाजरकोट
524 6 60 4 002,6,Kuse,कुसे,Rural Municipality,गाउँपालिका,61,Jajarkot,जाजरकोट
524 6 60 4 003,6,Barekot,बारेकोट,Rural Municipality,गाउँपालिका,61,Jajarkot,जाजरकोट
524 6 60 4 004,6,Shiwalaya,शिवालय,Rural Municipality,गाउँपालिका,61,Jajarkot,जाजरकोट
524 6 61 3 001,6,Aathabis,आठबीस,Urban Municipality,नगरपालिका,60,Dailekh,दैलेख
524 6 61 3 002,6,Chamunda Bindrasaini,चामुण्डा विन्द्रासैनी,Urban Municipality,नगरपालिका,60,Dailekh,दैलेख
524 6 61 3 003,6,Dullu,दुल्लु,Urban Municipality,नगरपालिका,60,Dailekh,दैलेख
524 6 61 3 004,6,Narayan,नारायण,Urban Municipality,नगरपालिका,60,Dailekh,दैलेख
524 6 61 4 001,6,Thantikandh,ठाँटीकाँध,Rural Municipality,गाउँपालिका,60,Dailekh,दैलेख
524 6 61 4 002,6,Bhairabi,भैरवी,Rural Municipality,गाउँपालिका,60,Dailekh,दैलेख
524 6 61 4 003,6,Mahabu,महावु,Rural Municipality,गाउँपालिका,60,Dailekh,दैलेख
524 6 61 4 004,6,Naumule,नौमुले,Rural Municipality,गाउँपालिका,60,Dailekh,दैलेख
524 6 61 4 005,6,Gurans,गुराँस,Rural Municipality,गाउँपालिका,60,Dailekh,दैलेख
524 6 61 4 006,6,Dungeshwor,डुंगेश्वर,Rural Municipality,गाउँपालिका,60,Dailekh,दैलेख
524 6 61 4 007,6,Bhagawatimai,भगवतीमाई,Rural Municipality,गाउँपालिका,60,Dailekh,दैलेख
524 6 62 3 001,6,Tripura Sundari,त्रिपुरासुन्दरी,Urban Municipality,नगरपालिका,62,Dolpa,डोल्पा
524 6 62 3 002,6,Thuli Bheri,ठूली भेरी,Urban Municipality,नगरपालिका,62,Dolpa,डोल्पा
524 6 62 4 001,6,Shey Phoksundo,शे फोक्सुन्डो,Rural Municipality,गाउँपालिका,62,Dolpa,डोल्पा
524 6 62 4 002,6,Jagadulla,जगदुल्ला,Rural Municipality,गाउँपालिका,62,Dolpa,डोल्पा
524 6 62 4 003,6,Dolpo Buddha,डोल्पो बुद्ध,Rural Municipality,गाउँपालिका,62,Dolpa,डोल्पा
524 6 62 4 004,6,Mudkechula,मुड्केचुला,Rural Municipality,गाउँपालिका,62,Dolpa,डोल्पा
524 6 62 4 005,6,Kaike,काईके,Rural Municipality,गाउँपालिका,62,Dolpa,डोल्पा
524 6 62 4 006,6,Chharka Tangsong,छार्का ताङसोङ,Rural Municipality,गाउँपालिका,62,Dolpa,डोल्पा
524 6 63 3 001,6,Chandannath,चन्दननाथ,Urban Municipality,नगरपालिका,63,Jumla,जुम्ला
524 6 63 4 001,6,Kanakasundari,कनकासुन्दरी,Rural Municipality,गाउँपालिका,63,Jumla,जुम्ला
524 6 63 4 002,6,Sinja,सिंजा,Rural Municipality,गाउँपालिका,63,Jumla,जुम्ला
524 6 63 4 003,6,Patrasi,पातारासी,Rural Municipality,गाउँपालिका,63,Jumla,जुम्ला
524 6 63 4 004,6,Hima,हिमा,Rural Municipality,गाउँपालिका,63,Jumla,जुम्ला
524 6 63 4 005,6,Tila,तिला,Rural Municipality,गाउँपालिका,63,Jumla,जुम्ला
524 6 63 4 006,6,Tatopani,तातोपानी,Rural Municipality,गाउँपालिका,63,Jumla,जुम्ला
524 6 63 4 007,6,Guthichaur,गुठिचौर,Rural Municipality,गाउँपालिका,63,Jumla,जुम्ला
524 6 64 3 001,6,Raskot,रास्कोट,Urban Municipality,नगरपालिका,64,Kalikot,कालिकोट
524 6 64 3 002,6,Khandachakra,खाँडाचक्र,Urban Municipality,नगरपालिका,64,Kalikot,कालिकोट
524 6 64 3 003,6,Tilagufa,तिलागुफा,Urban Municipality,नगरपालिका,64,Kalikot,कालिकोट
524 6 64 4 001,6,Naraharinath,नरहरिनाथ,Rural Municipality,गाउँपालिका,64,Kalikot,कालिकोट
524 6 64 4 002,6,Sanni Tribeni,सान्नी त्रिवेणी,Rural Municipality,गाउँपालिका,64,Kalikot,कालिकोट
524 6 64 4 003,6,Pachaljharana,पचालझरना,Rural Municipality,गाउँपालिका,64,Kalikot,कालिकोट
524 6 64 4 004,6,Palata,पलाता,Rural Municipality,गाउँपालिका,64,Kalikot,कालिकोट
524 6 64 4 005,6,Kalika,कालिका,Rural Municipality,गाउँपालिका,64,Kalikot,कालिकोट
524 6 64 4 006,6,Mahawai,महावै,Rural Municipality,गाउँपालिका,64,Kalikot,कालिकोट
524 6 65 3 001,6,Chhayanath Rara,छायाँनाथ रारा,Urban Municipality,नगरपालिका,65,Mugu,मुगु
524 6 65 4 001,6,Khatyad,खत्याड,Rural Municipality,गाउँपालिका,65,Mugu,मुगु
524 6 65 4 002,6,Soru,सोरु,Rural Municipality,गाउँपालिका,65,Mugu,मुगु
524 6 65 4 003,6,Mugum Karmarong,मुगुम कार्मारोंग,Rural Municipality,गाउँपालिका,65,Mugu,मुगु
524 6 66 4 001,6,Namkha,नाम्खा,Rural Municipality,गाउँपालिका,66,Humla,हुम्ला
524 6 66 4 002,6,Simkot,सिमकोट,Rural Municipality,गाउँपालिका,66,Humla,हुम्ला
524 6 66 4 003,6,Kharpunath,खार्पुनाथ,Rural Municipality,गाउँपालिका,66,Humla,हुम्ला
524 6 66 4 004,6,Sarkegad,सर्केगाड,Rural Municipality,गाउँपालिका,66,Humla,हुम्ला
524 6 66 4 005,6,Chankheli,चंखेली,Rural Municipality,गाउँपालिका,66,Humla,हुम्ला
524 6 66 4 006,6,Tanjakot,ताँजाकोट,Rural Municipality,गाउँपालिका,66,Humla,हुम्ला
524 6 66 4 007,6,Adanchuli,अदानचुली,Rural Municipality,गाउँपालिका,66,Humla,हुम्ला
524 7 67 3 001,7,Bungal,बुंगल,Urban Municipality,नगरपालिका,68,Bajhang,बझाङ्ग
524 7 67 3 002,7,Jayaprithivi,जयपृथ्वी,Urban Municipality,नगरपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 001,7,Kanda,काँडा,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 002,7,Surma,सूर्मा,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 003,7,Talkot,तलकोट,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 004,7,Bithadchir,वित्थडचिर,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 005,7,Kedarseu,केदारस्युँ,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 006,7,Durgathali,दुर्गाथली,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 007,7,Chabispathivera,छबिसपाथिभेरा,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 008,7,Masta,मष्टा,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 009,7,Thalara,थलारा,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 4 010,7,Khaptadchhanna,खप्तडछान्ना,Rural Municipality,गाउँपालिका,68,Bajhang,बझाङ्ग
524 7 67 5 997,7,Khaptad National Park,खप्तड राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,68,Bajhang,बझाङ्ग
524 7 68 3 001,7,Budhinanda,बुढीनन्दा,Urban Municipality,नगरपालिका,67,Bajura,बाजुरा
524 7 68 3 002,7,Badimalika,बडीमालिका,Urban Municipality,नगरपालिका,67,Bajura,बाजुरा
524 7 68 3 003,7,Budhiganga,बुढीगंगा,Urban Municipality,नगरपालिका,67,Bajura,बाजुरा
524 7 68 3 004,7,Tribeni,त्रिवेणी,Urban Municipality,नगरपालिका,67,Bajura,बाजुरा
524 7 68 4 001,7,Himali,हिमाली,Rural Municipality,गाउँपालिका,67,Bajura,बाजुरा
524 7 68 4 002,7,Gaumul,गौमुल,Rural Municipality,गाउँपालिका,67,Bajura,बाजुरा
524 7 68 4 003,7,Chhededaha,छेडेदह,Rural Municipality,गाउँपालिका,67,Bajura,बाजुरा
524 7 68 4 004,7,Pandav Gupha,पाण्डवगुफा,Rural Municipality,गाउँपालिका,67,Bajura,बाजुरा
524 7 68 4 005,7,Swami Kartik,स्वामीकार्तिक,Rural Municipality,गाउँपालिका,67,Bajura,बाजुरा
524 7 68 5 997,7,Khaptad National Park,खप्तड राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,67,Bajura,बाजुरा
524 7 69 3 001,7,Sanphebagar,साफेबगर,Urban Municipality,नगरपालिका,69,Achham,अछाम
524 7 69 3 002,7,Mangalsen,मंगलसेन,Urban Municipality,नगरपालिका,69,Achham,अछाम
524 7 69 3 003,7,Kamalbazar,कमलबजार,Urban Municipality,नगरपालिका,69,Achham,अछाम
524 7 69 3 004,7,Panchadewal Binayak,पञ्चदेवल विनायक,Urban Municipality,नगरपालिका,69,Achham,अछाम
524 7 69 4 001,7,Chaurpati,चौरपाटी,Rural Municipality,गाउँपालिका,69,Achham,अछाम
524 7 69 4 002,7,Mellekh,मेल्लेख,Rural Municipality,गाउँपालिका,69,Achham,अछाम
524 7 69 4 003,7,Bannigadhi Jayagadh,बान्नीगढी जयगढ,Rural Municipality,गाउँपालिका,69,Achham,अछाम
524 7 69 4 004,7,Ramaroshan,रामारोशन,Rural Municipality,गाउँपालिका,69,Achham,अछाम
524 7 69 4 005,7,Dhakari,ढकारी,Rural Municipality,गाउँपालिका,69,Achham,अछाम
524 7 69 4 006,7,Turmakhad,तुर्माखाँद,Rural Municipality,गाउँपालिका,69,Achham,अछाम
524 7 69 5 997,7,Khaptad National Park,खप्तड राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,69,Achham,अछाम
524 7 70 3 001,7,Shikhar,शिखर,Urban Municipality,नगरपालिका,70,Doti,डोटी
524 7 70 3 002,7,Dipayal Silgadhi,दिपायल सिलगढी,Urban Municipality,नगरपालिका,70,Doti,डोटी
524 7 70 4 001,7,Adharsha,आदर्श,Rural Municipality,गाउँपालिका,70,Doti,डोटी
524 7 70 4 002,7,Sayal,सायल,Rural Municipality,गाउँपालिका,70,Doti,डोटी
524 7 70 4 003,7,Purbichauki,पूर्वीचौकी,Rural Municipality,गाउँपालिका,70,Doti,डोटी
524 7 70 4 004,7,Jorayal,जोरायल,Rural Municipality,गाउँपालिका,70,Doti,डोटी
524 7 70 4 005,7,K I Singh,के.आई.सिं.,Rural Municipality,गाउँपालिका,70,Doti,डोटी
524 7 70 4 006,7,Badikedar,बडीकेदार,Rural Municipality,गाउँपालिका,70,Doti,डोटी
524 7 70 4 007,7,Bogtan,बोगटान,Rural Municipality,गाउँपालिका,70,Doti,डोटी
524 7 70 5 997,7,Khaptad National Park,खप्तड राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,70,Doti,डोटी
524 7 71 2 001,7,Dhangadhi,धनगढी,Sub-metropolitan City,उपमहानगरपालिका,71,Kailali,कैलाली
524 7 71 3 001,7,Godawari,गोदावरी,Urban Municipality,नगरपालिका,71,Kailali,कैलाली
524 7 71 3 002,7,Gauriganga,गौरीगंगा,Urban Municipality,नगरपालिका,71,Kailali,कैलाली
524 7 71 3 003,7,Ghodaghodi,घोडाघोडी,Urban Municipality,नगरपालिका,71,Kailali,कैलाली
524 7 71 3 004,7,Bhajani,भजनी,Urban Municipality,नगरपालिका,71,Kailali,कैलाली
524 7 71 3 005,7,Tikapur,टिकापुर,Urban Municipality,नगरपालिका,71,Kailali,कैलाली
524 7 71 3 006,7,Lamkichuha,लम्की चुहा,Urban Municipality,नगरपालिका,71,Kailali,कैलाली
524 7 71 4 001,7,Chure,चुरे,Rural Municipality,गाउँपालिका,71,Kailali,कैलाली
524 7 71 4 002,7,Kailari,कैलारी,Rural Municipality,गाउँपालिका,71,Kailali,कैलाली
524 7 71 4 003,7,Mohanyal,मोहन्याल,Rural Municipality,गाउँपालिका,71,Kailali,कैलाली
524 7 71 4 004,7,Joshipur,जोशीपुर,Rural Municipality,गाउँपालिका,71,Kailali,कैलाली
524 7 71 4 005,7,Bardagoriya,बर्दगोरीया,Rural Municipality,गाउँपालिका,71,Kailali,कैलाली
524 7 71 4 006,7,Janaki,जानकी,Rural Municipality,गाउँपालिका,71,Kailali,कैलाली
524 7 72 3 001,7,Mahakali,माहाकाली,Urban Municipality,नगरपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 3 002,7,Bhimdatta,भीमदत्त,Urban Municipality,नगरपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 3 003,7,Bedkot,वेदकोट,Urban Municipality,नगरपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 3 004,7,Shuklaphanta,सुक्लाफाँटा,Urban Municipality,नगरपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 3 005,7,Krishnapur,कृष्णपुर,Urban Municipality,नगरपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 3 006,7,Belauri,बेलौरी,Urban Municipality,नगरपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 3 007,7,Punarbas,पुनर्वास,Urban Municipality,नगरपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 4 001,7,Beldandi,बेलडाडी,Rural Municipality,गाउँपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 4 002,7,Laljhadi,लालझाँडी,Rural Municipality,गाउँपालिका,72,Kanchanpur,कञ्चनपुर
524 7 72 5 997,7,Shuklaphanta National Park,शुक्लाफाँट वन्यजन्तु आरक्षण,Designated Area,निर्दिष्ट क्षेत्र,72,Kanchanpur,कञ्चनपुर
524 7 73 3 001,7,Parashuram,परशुराम,Urban Municipality,नगरपालिका,73,Dadeldhura,डडेलधुरा
524 7 73 3 002,7,Amargadhi,अमरगढी,Urban Municipality,नगरपालिका,73,Dadeldhura,डडेलधुरा
524 7 73 4 001,7,Bhageshwar,भागेश्वर,Rural Municipality,गाउँपालिका,73,Dadeldhura,डडेलधुरा
524 7 73 4 002,7,Ajaymeru,अजयमेरु,Rural Municipality,गाउँपालिका,73,Dadeldhura,डडेलधुरा
524 7 73 4 003,7,Nawadurga,नवदुर्गा,Rural Municipality,गाउँपालिका,73,Dadeldhura,डडेलधुरा
524 7 73 4 004,7,Alital,आलिताल,Rural Municipality,गाउँपालिका,73,Dadeldhura,डडेलधुरा
524 7 73 4 005,7,Ganayapdhura,गन्यापधुरा,Rural Municipality,गाउँपालिका,73,Dadeldhura,डडेलधुरा
524 7 74 3 001,7,Dasharathchanda,दशरथचन्द,Urban Municipality,नगरपालिका,74,Baitadi,बैतडी
524 7 74 3 002,7,Purchaudi,पुर्चौडी,Urban Municipality,नगरपालिका,74,Baitadi,बैतडी
524 7 74 3 003,7,Melauli,मेलौली,Urban Municipality,नगरपालिका,74,Baitadi,बैतडी
524 7 74 3 004,7,Patan,पाटन,Urban Municipality,नगरपालिका,74,Baitadi,बैतडी
524 7 74 4 001,7,Dilasaini,डीलासैनी,Rural Municipality,गाउँपालिका,74,Baitadi,बैतडी
524 7 74 4 002,7,Dogadakedar,दोगडाकेदार,Rural Municipality,गाउँपालिका,74,Baitadi,बैतडी
524 7 74 4 003,7,Surnaya,सुर्नया,Rural Municipality,गाउँपालिका,74,Baitadi,बैतडी
524 7 74 4 004,7,Pancheshwar,पन्चेश्वर,Rural Municipality,गाउँपालिका,74,Baitadi,बैतडी
524 7 74 4 005,7,Shivanath,शिवनाथ,Rural Municipality,गाउँपालिका,74,Baitadi,बैतडी
524 7 74 4 006,7,Sigas,सिगास,Rural Municipality,गाउँपालिका,74,Baitadi,बैतडी
524 7 75 3 001,7,Mahakali,महाकाली,Urban Municipality,नगरपालिका,75,Darchula,दार्चुला
524 7 75 3 002,7,Shailyashikhar,शैल्यशिखर,Urban Municipality,नगरपालिका,75,Darchula,दार्चुला
524 7 75 4 001,7,Byas,ब्यास,Rural Municipality,गाउँपालिका,75,Darchula,दार्चुला
524 7 75 4 002,7,Duhun,दुहुँ,Rural Municipality,गाउँपालिका,75,Darchula,दार्चुला
524 7 75 4 003,7,Apihimal,अपिहिमाल,Rural Municipality,गाउँपालिका,75,Darchula,दार्चुला
524 7 75 4 004,7,Malikarjun,मालिकार्जुन,Rural Municipality,गाउँपालिका,75,Darchula,दार्चुला
524 7 75 4 005,7,Naugad,नौगाड,Rural Municipality,गाउँपालिका,75,Darchula,दार्चुला
524 7 75 4 006,7,Lekam,लेकम,Rural Municipality,गाउँपालिका,75,Darchula,दार्चुला
524 7 75 4 007,7,Marma,मार्मा,Rural Municipality,गाउँपालिका,75,Darchula,दार्चुला
